"ICD10CM","PHECODE","Exl. Phecodes","Excl. Phenotypes"
"T78",1015,"",""
"T78.0",930,"930-949.99","allergic reactions"
"T78.00",930,"930-949.99","allergic reactions"
"T78.00XA",930,"930-949.99","allergic reactions"
"T78.00XD",930,"930-949.99","allergic reactions"
"T78.00XS",930,"930-949.99","allergic reactions"
"T78.01",930,"930-949.99","allergic reactions"
"T78.01XA",930,"930-949.99","allergic reactions"
"T78.01XD",930,"930-949.99","allergic reactions"
"T78.01XS",930,"930-949.99","allergic reactions"
"T78.02",930,"930-949.99","allergic reactions"
"T78.02XA",930,"930-949.99","allergic reactions"
"T78.02XD",930,"930-949.99","allergic reactions"
"T78.02XS",930,"930-949.99","allergic reactions"
"T78.03",930,"930-949.99","allergic reactions"
"T78.03XA",930,"930-949.99","allergic reactions"
"T78.03XD",930,"930-949.99","allergic reactions"
"T78.03XS",930,"930-949.99","allergic reactions"
"T78.04",930,"930-949.99","allergic reactions"
"T78.04XA",930,"930-949.99","allergic reactions"
"T78.04XD",930,"930-949.99","allergic reactions"
"T78.04XS",930,"930-949.99","allergic reactions"
"T78.05",930,"930-949.99","allergic reactions"
"T78.05XA",930,"930-949.99","allergic reactions"
"T78.05XD",930,"930-949.99","allergic reactions"
"T78.05XS",930,"930-949.99","allergic reactions"
"T78.06",930,"930-949.99","allergic reactions"
"T78.06XA",930,"930-949.99","allergic reactions"
"T78.06XD",930,"930-949.99","allergic reactions"
"T78.06XS",930,"930-949.99","allergic reactions"
"T78.07",930,"930-949.99","allergic reactions"
"T78.07XA",930,"930-949.99","allergic reactions"
"T78.07XD",930,"930-949.99","allergic reactions"
"T78.07XS",930,"930-949.99","allergic reactions"
"T78.08",930,"930-949.99","allergic reactions"
"T78.08XA",930,"930-949.99","allergic reactions"
"T78.08XD",930,"930-949.99","allergic reactions"
"T78.08XS",930,"930-949.99","allergic reactions"
"T78.09",930,"930-949.99","allergic reactions"
"T78.09XA",930,"930-949.99","allergic reactions"
"T78.09XD",930,"930-949.99","allergic reactions"
"T78.09XS",930,"930-949.99","allergic reactions"
"T78.1",930,"930-949.99","allergic reactions"
"T78.1XXA",930,"930-949.99","allergic reactions"
"T78.1XXD",930,"930-949.99","allergic reactions"
"T78.1XXS",930,"930-949.99","allergic reactions"
"T78.2",946,"930-949.99","allergic reactions"
"T78.2XXA",946,"930-949.99","allergic reactions"
"T78.2XXD",946,"930-949.99","allergic reactions"
"T78.2XXS",946,"930-949.99","allergic reactions"
"T78.3",949,"930-949.99","allergic reactions"
"T78.3XXA",949,"930-949.99","allergic reactions"
"T78.3XXD",949,"930-949.99","allergic reactions"
"T78.3XXS",949,"930-949.99","allergic reactions"
"T78.4",949,"930-949.99","allergic reactions"
"T78.40",949,"930-949.99","allergic reactions"
"T78.40XA",949,"930-949.99","allergic reactions"
"T78.40XD",949,"930-949.99","allergic reactions"
"T78.40XS",949,"930-949.99","allergic reactions"
"T78.41",949,"930-949.99","allergic reactions"
"T78.41XA",949,"930-949.99","allergic reactions"
"T78.41XD",949,"930-949.99","allergic reactions"
"T78.41XS",949,"930-949.99","allergic reactions"
"T78.49",949,"930-949.99","allergic reactions"
"T78.49XA",949,"930-949.99","allergic reactions"
"T78.49XD",949,"930-949.99","allergic reactions"
"T78.49XS",949,"930-949.99","allergic reactions"
"T78.8",949,"930-949.99","allergic reactions"
"T78.8XXA",949,"930-949.99","allergic reactions"
"T78.8XXD",949,"930-949.99","allergic reactions"
"T78.8XXS",949,"930-949.99","allergic reactions"
"T79",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.0",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.0XXA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.0XXD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.0XXS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.1",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.1XXA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.1XXD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.1XXS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.2",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.2XXA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.2XXD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.2XXS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.4",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.4XXA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.4XXD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.4XXS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.5",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.5XXA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.5XXD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.5XXS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.6",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.6XXA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.6XXD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.6XXS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.7",958.2,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.7XXA",958.2,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.7XXD",958.2,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.7XXS",958.2,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.8",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.8XXA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.8XXD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.8XXS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.9",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.9XXA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.9XXD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.9XXS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A0",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A0XA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A0XD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A0XS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A1",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A11",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A11A",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A11D",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A11S",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A12",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A12A",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A12D",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A12S",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A19",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A19A",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A19D",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A19S",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A2",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A21",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A21A",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A21D",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A21S",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A22",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A22A",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A22D",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A22S",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A29",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A29A",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A29D",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A29S",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A3",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A3XA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A3XD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A3XS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A9",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A9XA",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A9XD",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T79.A9XS",958,"958-959.99","Certain traumatic complications and unspecified injuries"
"T80.0",1011,"",""
"T80.0XXA",1011,"",""
"T80.0XXD",1011,"",""
"T80.0XXS",1011,"",""
"T80.1",1011,"",""
"T80.1XXA",1011,"",""
"T80.1XXD",1011,"",""
"T80.1XXS",1011,"",""
"T80.2",1011,"",""
"T80.21",1011,"",""
"T80.211",1011,"",""
"T80.211A",1011,"",""
"T80.211D",1011,"",""
"T80.211S",1011,"",""
"T80.212",1011,"",""
"T80.212A",1011,"",""
"T80.212D",1011,"",""
"T80.212S",1011,"",""
"T80.218",1011,"",""
"T80.218A",1011,"",""
"T80.218D",1011,"",""
"T80.218S",1011,"",""
"T80.219",1011,"",""
"T80.219A",1011,"",""
"T80.219D",1011,"",""
"T80.219S",1011,"",""
"T80.22",1011,"",""
"T80.22XA",1011,"",""
"T80.22XD",1011,"",""
"T80.22XS",1011,"",""
"T80.29",1011,"",""
"T80.29XA",1011,"",""
"T80.29XD",1011,"",""
"T80.29XS",1011,"",""
"T80.3",1011,"",""
"T80.30",1011,"",""
"T80.30XA",1011,"",""
"T80.30XD",1011,"",""
"T80.30XS",1011,"",""
"T80.31",1011,"",""
"T80.310",1011,"",""
"T80.310A",1011,"",""
"T80.310D",1011,"",""
"T80.310S",1011,"",""
"T80.311",1011,"",""
"T80.311A",1011,"",""
"T80.311D",1011,"",""
"T80.311S",1011,"",""
"T80.319",1011,"",""
"T80.319A",1011,"",""
"T80.319D",1011,"",""
"T80.319S",1011,"",""
"T80.39",1011,"",""
"T80.39XA",1011,"",""
"T80.39XD",1011,"",""
"T80.39XS",1011,"",""
"T80.4",1011,"",""
"T80.40",1011,"",""
"T80.40XA",1011,"",""
"T80.40XD",1011,"",""
"T80.40XS",1011,"",""
"T80.41",1011,"",""
"T80.410",1011,"",""
"T80.410A",1011,"",""
"T80.410D",1011,"",""
"T80.410S",1011,"",""
"T80.411",1011,"",""
"T80.411A",1011,"",""
"T80.411D",1011,"",""
"T80.411S",1011,"",""
"T80.419",1011,"",""
"T80.419A",1011,"",""
"T80.419D",1011,"",""
"T80.419S",1011,"",""
"T80.49",1011,"",""
"T80.49XA",1011,"",""
"T80.49XD",1011,"",""
"T80.49XS",1011,"",""
"T80.5",1011,"",""
"T80.51",1011,"",""
"T80.51XA",1011,"",""
"T80.51XD",1011,"",""
"T80.51XS",1011,"",""
"T80.52",1011,"",""
"T80.52XA",1011,"",""
"T80.52XD",1011,"",""
"T80.52XS",1011,"",""
"T80.59",1011,"",""
"T80.59XA",1011,"",""
"T80.59XD",1011,"",""
"T80.59XS",1011,"",""
"T80.6",1011,"",""
"T80.61",1011,"",""
"T80.61XA",1011,"",""
"T80.61XD",1011,"",""
"T80.61XS",1011,"",""
"T80.62",1011,"",""
"T80.62XA",1011,"",""
"T80.62XD",1011,"",""
"T80.62XS",1011,"",""
"T80.69",1011,"",""
"T80.69XA",1011,"",""
"T80.69XD",1011,"",""
"T80.69XS",1011,"",""
"T80.8",1011,"",""
"T80.81",1011,"",""
"T80.810",1011,"",""
"T80.810A",1011,"",""
"T80.810D",1011,"",""
"T80.810S",1011,"",""
"T80.818",1011,"",""
"T80.818A",1011,"",""
"T80.818D",1011,"",""
"T80.818S",1011,"",""
"T80.89",1011,"",""
"T80.89XA",1011,"",""
"T80.89XD",1011,"",""
"T80.89XS",1011,"",""
"T80.9",1011,"",""
"T80.90",1011,"",""
"T80.90XA",1011,"",""
"T80.90XD",1011,"",""
"T80.90XS",1011,"",""
"T80.91",1011,"",""
"T80.910",1011,"",""
"T80.910A",1011,"",""
"T80.910D",1011,"",""
"T80.910S",1011,"",""
"T80.911",1011,"",""
"T80.911A",1011,"",""
"T80.911D",1011,"",""
"T80.911S",1011,"",""
"T80.919",1011,"",""
"T80.919A",1011,"",""
"T80.919D",1011,"",""
"T80.919S",1011,"",""
"T80.92",1011,"",""
"T80.92XA",1011,"",""
"T80.92XD",1011,"",""
"T80.92XS",1011,"",""
"T80.A",1011,"",""
"T80.A0",1011,"",""
"T80.A0XA",1011,"",""
"T80.A0XD",1011,"",""
"T80.A0XS",1011,"",""
"T80.A1",1011,"",""
"T80.A10",1011,"",""
"T80.A10A",1011,"",""
"T80.A10D",1011,"",""
"T80.A10S",1011,"",""
"T80.A11",1011,"",""
"T80.A11A",1011,"",""
"T80.A11D",1011,"",""
"T80.A11S",1011,"",""
"T80.A19",1011,"",""
"T80.A19A",1011,"",""
"T80.A19D",1011,"",""
"T80.A19S",1011,"",""
"T80.A9",1011,"",""
"T80.A9XA",1011,"",""
"T80.A9XD",1011,"",""
"T80.A9XS",1011,"",""
"T81.1",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.10",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.10XA",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.10XD",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.10XS",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.11",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.11XA",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.11XD",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.11XS",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.12",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.12XA",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.12XD",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.12XS",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.19",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.19XA",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.19XD",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.19XS",958.1,"958-959.99","Certain traumatic complications and unspecified injuries"
"T81.3",1011,"",""
"T81.30",1011,"",""
"T81.30XA",1011,"",""
"T81.30XD",1011,"",""
"T81.30XS",1011,"",""
"T81.31",1011,"",""
"T81.31XA",1011,"",""
"T81.31XD",1011,"",""
"T81.31XS",1011,"",""
"T81.32",1011,"",""
"T81.32XA",1011,"",""
"T81.32XD",1011,"",""
"T81.32XS",1011,"",""
"T81.33",1011,"",""
"T81.33XA",1011,"",""
"T81.33XD",1011,"",""
"T81.33XS",1011,"",""
"T81.4","080","080-082.99","Postoperative infection"
"T81.4XXA","080","080-082.99","Postoperative infection"
"T81.4XXD","080","080-082.99","Postoperative infection"
"T81.4XXS","080","080-082.99","Postoperative infection"
"T81.5",1011,"",""
"T81.50",1011,"",""
"T81.500",1011,"",""
"T81.500A",1011,"",""
"T81.500D",1011,"",""
"T81.500S",1011,"",""
"T81.501",1011,"",""
"T81.501A",1011,"",""
"T81.501D",1011,"",""
"T81.501S",1011,"",""
"T81.502",1011,"",""
"T81.502A",1011,"",""
"T81.502D",1011,"",""
"T81.502S",1011,"",""
"T81.503",1011,"",""
"T81.503A",1011,"",""
"T81.503D",1011,"",""
"T81.503S",1011,"",""
"T81.504",1011,"",""
"T81.504A",1011,"",""
"T81.504D",1011,"",""
"T81.504S",1011,"",""
"T81.505",1011,"",""
"T81.505A",1011,"",""
"T81.505D",1011,"",""
"T81.505S",1011,"",""
"T81.506",1011,"",""
"T81.506A",1011,"",""
"T81.506D",1011,"",""
"T81.506S",1011,"",""
"T81.507",1011,"",""
"T81.507A",1011,"",""
"T81.507D",1011,"",""
"T81.507S",1011,"",""
"T81.508",1011,"",""
"T81.508A",1011,"",""
"T81.508D",1011,"",""
"T81.508S",1011,"",""
"T81.509",1011,"",""
"T81.509A",1011,"",""
"T81.509D",1011,"",""
"T81.509S",1011,"",""
"T81.51",1011,"",""
"T81.510",1011,"",""
"T81.510A",1011,"",""
"T81.510D",1011,"",""
"T81.510S",1011,"",""
"T81.511",1011,"",""
"T81.511A",1011,"",""
"T81.511D",1011,"",""
"T81.511S",1011,"",""
"T81.512",1011,"",""
"T81.512A",1011,"",""
"T81.512D",1011,"",""
"T81.512S",1011,"",""
"T81.513",1011,"",""
"T81.513A",1011,"",""
"T81.513D",1011,"",""
"T81.513S",1011,"",""
"T81.514",1011,"",""
"T81.514A",1011,"",""
"T81.514D",1011,"",""
"T81.514S",1011,"",""
"T81.515",1011,"",""
"T81.515A",1011,"",""
"T81.515D",1011,"",""
"T81.515S",1011,"",""
"T81.516",1011,"",""
"T81.516A",1011,"",""
"T81.516D",1011,"",""
"T81.516S",1011,"",""
"T81.517",1011,"",""
"T81.517A",1011,"",""
"T81.517D",1011,"",""
"T81.517S",1011,"",""
"T81.518",1011,"",""
"T81.518A",1011,"",""
"T81.518D",1011,"",""
"T81.518S",1011,"",""
"T81.519",1011,"",""
"T81.519A",1011,"",""
"T81.519D",1011,"",""
"T81.519S",1011,"",""
"T81.52",1011,"",""
"T81.520",1011,"",""
"T81.520A",1011,"",""
"T81.520D",1011,"",""
"T81.520S",1011,"",""
"T81.521",1011,"",""
"T81.521A",1011,"",""
"T81.521D",1011,"",""
"T81.521S",1011,"",""
"T81.522",1011,"",""
"T81.522A",1011,"",""
"T81.522D",1011,"",""
"T81.522S",1011,"",""
"T81.523",1011,"",""
"T81.523A",1011,"",""
"T81.523D",1011,"",""
"T81.523S",1011,"",""
"T81.524",1011,"",""
"T81.524A",1011,"",""
"T81.524D",1011,"",""
"T81.524S",1011,"",""
"T81.525",1011,"",""
"T81.525A",1011,"",""
"T81.525D",1011,"",""
"T81.525S",1011,"",""
"T81.526",1011,"",""
"T81.526A",1011,"",""
"T81.526D",1011,"",""
"T81.526S",1011,"",""
"T81.527",1011,"",""
"T81.527A",1011,"",""
"T81.527D",1011,"",""
"T81.527S",1011,"",""
"T81.528",1011,"",""
"T81.528A",1011,"",""
"T81.528D",1011,"",""
"T81.528S",1011,"",""
"T81.529",1011,"",""
"T81.529A",1011,"",""
"T81.529D",1011,"",""
"T81.529S",1011,"",""
"T81.53",1011,"",""
"T81.530",1011,"",""
"T81.530A",1011,"",""
"T81.530D",1011,"",""
"T81.530S",1011,"",""
"T81.531",1011,"",""
"T81.531A",1011,"",""
"T81.531D",1011,"",""
"T81.531S",1011,"",""
"T81.532",1011,"",""
"T81.532A",1011,"",""
"T81.532D",1011,"",""
"T81.532S",1011,"",""
"T81.533",1011,"",""
"T81.533A",1011,"",""
"T81.533D",1011,"",""
"T81.533S",1011,"",""
"T81.534",1011,"",""
"T81.534A",1011,"",""
"T81.534D",1011,"",""
"T81.534S",1011,"",""
"T81.535",1011,"",""
"T81.535A",1011,"",""
"T81.535D",1011,"",""
"T81.535S",1011,"",""
"T81.536",1011,"",""
"T81.536A",1011,"",""
"T81.536D",1011,"",""
"T81.536S",1011,"",""
"T81.537",1011,"",""
"T81.537A",1011,"",""
"T81.537D",1011,"",""
"T81.537S",1011,"",""
"T81.538",1011,"",""
"T81.538A",1011,"",""
"T81.538D",1011,"",""
"T81.538S",1011,"",""
"T81.539",1011,"",""
"T81.539A",1011,"",""
"T81.539D",1011,"",""
